word,rarity,avg_sub_len,count_ge3,count_ge4,count_ge5,easy_valid_count,medium_valid_count,hard_valid_count
melian,4,3.84906,106,71,19,24,71,66
meloid,4,3.625,72,40,5,14,51,39
melter,4,3.7907,43,26,8,8,24,24
memnon,4,3.38889,18,7,0,5,13,7
menage,4,3.71111,45,26,6,9,27,23
mender,4,3.70732,41,26,3,8,21,25
menhir,4,3.69048,42,23,6,6,25,22
meninx,4,3.57143,14,7,1,6,9,6
menkar,4,3.70149,67,38,9,19,39,33
mensal,4,3.87234,94,61,21,24,62,57
mensch,4,3.38889,18,7,0,4,14,7
menses,4,3.89286,28,19,6,9,15,15
meowed,4,3.45946,37,15,2,4,25,15
merest,4,4.06452,62,45,21,15,33,40
merida,4,3.85185,108,70,22,27,71,66
merlon,4,3.78947,57,34,11,10,37,32
merman,4,3.54545,44,20,4,14,30,17
mermen,4,3.55556,18,8,2,2,8,8
mescal,4,3.89412,85,57,19,21,60,54
meshed,4,3.77419,31,20,4,5,17,19
meshes,4,3.77273,22,14,3,6,13,12
mesial,4,3.81739,115,75,19,26,78,73
mesons,4,3.63415,41,21,5,9,26,19
mestee,4,3.90476,21,14,5,7,11,12
metage,4,3.48837,43,20,1,14,31,17
meting,4,3.62745,51,27,5,13,34,25
metope,4,3.67568,37,20,5,10,22,19
metros,4,3.91358,81,53,21,19,48,45
mewing,4,3.44118,34,13,2,8,22,12
mewled,4,3.51515,33,16,1,4,20,16
mezzos,4,3.41667,12,4,1,1,5,3
miasma,4,3.68421,38,21,5,4,25,21
micmac,4,3.57143,14,7,1,3,9,7
micros,4,3.57895,38,15,7,6,24,15
midden,4,3.65714,35,19,4,10,27,16
midges,4,3.54902,51,24,4,6,34,23
midrib,4,3.57143,21,10,2,4,12,10
miffed,4,3.47619,21,10,0,3,13,10
mights,4,3.58333,36,18,3,11,27,16
mignon,4,3.29167,24,6,1,4,15,6
mihrab,4,3.70175,57,31,9,10,36,30
mikado,4,3.45833,48,19,3,8,28,19
miking,4,3.35294,17,6,0,5,13,5
milady,4,3.61667,60,31,6,14,41,30
milden,4,3.66154,65,36,7,17,51,33
milers,4,3.76623,77,46,13,12,50,45
milium,4,3.53846,13,5,2,1,6,5
milken,4,3.57447,47,24,3,14,36,21
milker,4,3.61538,52,28,4,6,31,27
milord,4,3.48837,43,21,0,8,28,20
milted,4,3.65,60,34,5,21,47,33
milter,4,3.81429,70,45,12,14,46,43
miming,4,3.42857,14,5,1,2,9,5
mimosa,4,3.65116,43,22,6,4,26,22
mincer,4,3.87805,41,28,8,9,27,26
minces,4,3.76316,38,21,8,12,25,18
minder,4,3.82857,70,46,12,11,43,44
minify,4,3.28571,7,2,0,2,5,2
minima,4,3.73333,30,18,4,7,19,17
minims,4,3.5,14,5,2,3,11,5
minium,4,3.69231,13,6,3,3,7,6
minnow,4,3.17647,17,3,0,8,12,3
minoan,4,3.68,50,28,6,9,33,27
minter,4,3.94366,71,51,16,17,45,48
minuet,4,3.73077,52,31,7,15,34,29
minxes,4,3.59375,32,14,5,10,22,13
minyan,4,3.48571,35,15,2,11,28,13
mirach,4,3.8125,64,38,14,19,47,36
mirfak,4,3.67347,49,27,6,11,30,26
mirier,4,3.58824,17,9,1,0,9,9
miring,4,3.35294,17,6,0,3,13,6
miscue,4,3.68421,38,19,7,9,23,18
misdid,4,3.5,16,6,2,2,10,6
misers,4,3.75472,53,32,8,8,32,31
mislay,4,3.6962,79,45,10,14,49,45
missal,4,3.75385,65,39,10,13,44,38
missis,4,3.45455,11,5,0,2,8,4
misted,4,3.91026,78,52,19,23,57,48
miters,4,3.93684,95,66,23,26,65,60
mithra,4,3.67123,73,39,10,17,48,38
mitten,4,3.73529,34,22,3,12,24,20
mixtec,4,3.71429,21,13,2,9,15,12
mizzen,4,3.66667,12,7,1,3,7,6
mizzle,4,3.35714,14,5,0,2,11,5
moaner,4,3.68817,93,53,11,20,65,49
mobbed,4,3.42308,26,9,2,6,20,9
mobcap,4,3.36842,38,13,1,7,30,13
mocker,4,3.72093,43,25,6,7,26,22
mockup,4,3.42105,19,8,0,4,12,8
modals,4,3.62162,74,39,7,13,48,38
modena,4,3.66667,84,46,10,20,64,41
modish,4,3.30233,43,12,1,4,26,12
modred,4,3.62791,43,23,4,8,28,22
moguls,4,3.65116,43,23,5,3,26,23
mohair,4,3.67647,68,36,10,11,45,35
mohave,4,3.4375,32,12,2,5,18,9
mohock,4,3.6,20,11,1,2,12,11
moiety,4,3.57143,42,21,3,9,22,20
moiled,4,3.625,72,40,5,14,51,39
moiler,4,3.72059,68,40,9,9,39,38
moires,4,3.7625,80,48,13,11,44,46
molder,4,3.625,64,33,7,15,43,29
moline,4,3.71642,67,40,8,13,46,38
moloch,4,3.68,25,14,3,1,14,13
molted,4,3.54386,57,27,4,15,40,25
molter,4,3.67857,56,29,9,12,36,26
momism,4,3.3,10,2,1,1,8,2
mommas,4,3.66667,18,9,3,2,12,9
monera,4,3.68817,93,53,11,20,65,49
moneys,4,3.53571,56,24,6,9,27,21
monger,4,3.7,60,32,10,10,37,30
monied,4,3.68056,72,40,9,15,47,37
monism,4,3.46154,26,8,4,6,20,8
monist,4,3.71212,66,36,11,15,45,34
monody,4,3.65217,23,13,2,3,13,13
montes,4,3.78571,70,42,13,24,49,37
mooing,4,3.44828,29,11,2,3,17,11
mooned,4,3.57895,38,19,3,11,30,18
mooted,4,3.52941,34,16,2,9,24,16
mopeds,4,3.71429,63,35,10,8,42,33
mopers,4,3.91358,81,53,21,13,50,51
mopier,4,3.63934,61,33,6,12,40,32
moping,4,3.37838,37,11,3,4,24,11
mopish,4,3.43396,53,22,1,6,32,22
mopped,4,3.46667,30,13,1,5,22,13
mopper,4,3.675,40,23,4,10,27,22
moppet,4,3.5625,32,16,2,10,21,16
morass,4,3.60976,41,22,3,10,34,22
morays,4,3.60294,68,35,6,16,52,34
moreen,4,3.575,40,20,3,8,23,19
morels,4,3.80882,68,40,15,13,40,36
morgen,4,3.7,60,32,10,10,37,30
morion,4,3.73529,34,20,5,9,25,19
morose,4,3.80851,47,28,10,9,32,25
morphs,4,3.59459,37,19,3,4,22,19
morsel,4,3.80882,68,40,15,13,40,36
morula,4,3.65672,67,36,8,6,33,36
moseys,4,3.59375,32,14,5,3,15,13
moshed,4,3.64062,64,33,8,10,39,30
moshes,4,3.6,40,20,4,7,26,18
moslem,4,3.52941,34,15,3,6,22,13
mosses,4,3.52632,19,9,1,2,10,8
motets,4,3.80952,42,26,8,8,23,23
motile,4,3.59677,62,34,3,15,44,33
motmot,4,3.6,15,8,1,3,13,8
mottle,4,3.71429,35,19,6,6,22,19
mottos,4,3.89655,29,20,6,3,16,19
moujik,4,3.21429,14,3,0,2,5,3
moused,4,3.64706,68,35,9,13,43,32
mouser,4,3.75309,81,46,15,15,50,43
mouses,4,3.72727,44,24,8,7,26,23
mousey,4,3.48837,43,16,5,7,22,15
mouthy,4,3.4,30,9,3,11,22,9
mouton,4,3.58065,31,15,3,9,23,15
mowers,4,3.8,70,41,15,10,42,39
mucked,4,3.35294,17,6,0,6,11,6
mucker,4,3.42308,26,11,0,2,14,11
mucoid,4,3.5625,32,14,4,5,13,14
mucosa,4,3.66667,45,23,7,6,27,23
mucose,4,3.56098,41,18,5,10,25,15
muffed,4,3.375,16,5,1,3,10,5
muffle,4,3.45,20,8,1,1,10,8
muftis,4,3.54054,37,17,3,8,26,16
mugful,4,3.25,12,3,0,1,6,3
mugger,4,3.41379,29,10,2,3,17,10
mukden,4,3.51852,27,12,2,9,19,12
mukluk,4,3.5,6,3,0,0,0,3
mulcts,4,3.72,25,15,3,6,17,14
mulish,4,3.48649,37,16,2,4,23,16
mulled,4,3.46429,28,11,2,4,16,11
mulley,4,3.45455,22,9,1,0,11,9
mummer,4,3.15385,13,2,0,1,8,2
muntin,4,3.5,20,7,3,6,14,7
murage,4,3.6125,80,40,9,13,45,39
murine,4,3.67347,49,28,5,6,28,27
murrey,4,3.41176,17,5,2,0,11,5
muscid,4,3.57895,38,17,5,6,20,16
muscly,4,3.58824,17,7,3,3,9,7
mushed,4,3.5,46,20,3,8,31,19
musher,4,3.61905,63,32,7,9,40,31
mushes,4,3.63158,38,20,4,6,26,20
musing,4,3.5,44,19,3,10,34,17
muskeg,4,3.36667,30,11,0,3,20,11
muskie,4,3.55556,36,16,4,7,21,16
muskox,4,3.21429,14,3,0,1,9,3
muslin,4,3.55263,38,15,6,6,27,15
mussed,4,3.61111,36,18,4,8,25,17
musses,4,3.57143,21,10,2,5,15,10
mustee,4,3.77778,45,27,8,11,25,24
mutate,4,3.56522,46,23,3,8,31,22
mutely,4,3.42424,33,13,1,3,18,13
mutest,4,3.62162,37,20,3,8,22,18
muting,4,3.27273,33,9,0,7,26,9
mutism,4,3.51613,31,13,3,7,22,12
mutule,4,3.33333,27,9,0,2,12,9
muumuu,4,3,2,0,0,1,1,0
muzhik,4,3.22222,9,1,1,2,4,1
myelin,4,3.65909,44,24,5,8,28,22
mynahs,4,3.5625,48,22,5,12,38,21
myopia,4,3.225,40,9,0,5,25,9
myopic,4,3.32,25,8,0,3,15,8
myosin,4,3.42105,38,12,4,5,23,12
myrica,4,3.57692,52,26,4,16,40,25
myxoma,4,3.40909,22,8,1,4,13,8
nabobs,4,3.45714,35,14,2,4,25,14
nacred,4,3.89157,83,55,19,24,53,50
nadirs,4,3.77011,87,54,13,20,54,53
nagana,4,3.61538,13,6,2,2,10,6
nagari,4,3.77193,57,36,8,9,36,35
nagged,4,3.55263,38,18,3,10,26,18
nagger,4,3.70588,51,28,8,15,31,26
nagual,4,3.70213,47,28,5,3,24,28
naiads,4,3.70968,62,37,7,13,37,36
nailer,4,3.79592,98,63,15,22,64,59
naiver,4,3.80769,78,50,13,14,44,49
nankin,4,3.33333,15,5,0,4,11,5
nanoid,4,3.70588,51,27,9,9,28,27
napery,4,3.57895,76,36,8,20,49,34
napped,4,3.53846,39,18,3,8,23,18
napper,4,3.6087,46,23,5,14,30,21
nardoo,4,3.75,48,27,9,9,33,25
narial,4,3.81034,58,37,10,9,35,37
nasals,4,3.76667,30,17,6,4,20,17
nashua,4,3.66667,39,18,8,4,26,18
nasion,4,3.525,40,19,2,8,25,19
natant,4,3.61905,21,11,2,3,13,11
natick,4,3.57447,47,23,4,12,37,22
natron,4,3.63636,55,27,8,11,35,27
natter,4,3.76471,68,41,11,19,46,39
nautch,4,3.68966,58,31,9,13,29,30
navaho,4,3.27778,18,5,0,1,12,5
navels,4,3.90411,73,48,18,15,47,47
neaten,4,3.7027,37,20,6,10,22,20
neater,4,3.80769,78,47,16,21,47,45
nebiim,4,3.625,24,13,2,6,13,12
neckar,4,3.83582,67,43,13,17,37,40
necker,4,3.66667,27,16,2,5,16,16
neighs,4,3.68627,51,28,7,9,29,27
nekton,4,3.76667,30,18,5,12,21,17
nemean,4,3.64,25,13,3,6,17,11
nereid,4,3.81818,55,36,9,9,31,35
nerval,4,3.77778,63,38,11,14,45,35
nerved,4,3.7561,41,27,4,12,25,23
nettie,4,3.66667,24,15,1,6,14,15
newels,4,3.70455,44,28,3,9,23,25
newish,4,3.76364,55,32,10,13,34,29
niacin,4,3.61538,13,7,1,4,9,7
nicene,4,3.55556,9,4,1,4,8,3
nicety,4,3.58333,36,19,2,10,24,17
nicker,4,3.82927,41,28,6,9,24,27
nidify,4,3.3,10,3,0,1,6,2
niello,4,3.7,40,23,5,9,29,22
niggle,4,3.58065,31,14,4,6,21,13
nigher,4,3.81818,44,25,11,5,21,25
nighty,4,3.67857,28,14,5,8,19,12
nilgai,4,3.78571,42,25,8,3,23,25
nimbly,4,3.6087,23,11,3,2,13,11
nimbus,4,3.38462,39,13,2,8,29,13
nimrod,4,3.53061,49,23,3,12,34,22
ningpo,4,3.44,25,8,3,5,15,8
ninths,4,3.66667,33,18,4,12,25,17
niobic,4,3.52174,23,11,1,6,11,11
nipped,4,3.51613,31,13,3,9,21,13
nipper,4,3.71875,32,18,5,8,18,18
niseis,4,3.73684,19,10,4,4,12,10
nitwit,4,3.58333,12,6,1,3,8,6
nixing,4,3.16667,6,1,0,1,5,1
nobble,4,3.5,32,15,1,6,23,15
nobler,4,3.66102,59,31,8,12,42,29
noddle,4,3.53659,41,19,3,10,31,18
nodose,4,3.66667,51,28,6,14,34,23
nodule,4,3.57627,59,28,6,13,40,27
noetic,4,3.69091,55,32,6,19,37,28
noggin,4,3.33333,18,5,1,4,11,4
noised,4,3.70455,88,49,13,19,57,44
nomism,4,3.46154,26,8,4,6,20,8
nonage,4,3.63043,46,25,4,11,26,23
nonary,4,3.5122,41,16,5,8,26,16
noncom,4,3.54545,11,6,0,4,10,6
nonego,4,3.47059,17,7,1,7,14,6
nonfat,4,3.5,32,12,4,7,19,12
nooses,4,3.67857,28,15,4,7,17,13
nootka,4,3.61538,39,19,5,8,23,18
norite,4,3.80952,84,53,15,23,51,51
norths,4,3.7234,47,27,7,15,35,23
noshed,4,3.66234,77,42,9,16,49,38
nosher,4,3.8,80,48,16,16,48,47
noshes,4,3.65957,47,25,6,9,32,24
nosier,4,3.85714,84,52,20,17,49,51
nosily,4,3.68519,54,29,8,8,34,28
nosing,4,3.35484,31,11,0,8,21,9
nostoc,4,3.85,40,26,8,10,25,24
notate,4,3.56863,51,25,4,13,34,24
nougat,4,3.64384,73,39,8,13,43,39
nought,4,3.63043,46,22,7,17,37,22
nounal,4,3.5,30,13,2,3,16,13
novena,4,3.51515,33,16,1,8,22,16
novene,4,3.5,16,8,0,6,12,7
noways,4,3.52632,57,25,5,13,35,24
nowise,4,3.65152,66,35,8,21,45,33
noyade,4,3.3871,62,20,4,13,43,19
nubbin,4,3,9,0,0,2,8,0
nubble,4,3.40909,22,9,0,2,10,8
nubbly,4,3.6,10,4,2,1,5,4
nubian,4,3.55172,29,13,3,6,17,13
nubile,4,3.5122,41,19,2,6,24,17
nudest,4,3.82353,68,44,12,23,49,41
nudges,4,3.63462,52,27,6,14,37,25
nudism,4,3.53191,47,19,6,9,29,18
nuggar,4,3.5641,39,19,3,4,18,19
nuking,4,3.61111,18,8,3,4,11,7
numbed,4,3.45714,35,14,2,12,27,14
numbly,4,3.1,10,1,0,1,7,1
nuncio,4,3.90476,21,14,5,7,11,13
nuncle,4,3.46154,13,5,1,2,7,5
nurser,4,3.7027,37,20,6,9,25,19
nutlet,4,3.48148,27,12,1,6,13,12
nutria,4,3.72222,90,52,13,17,47,50
nutted,4,3.53846,26,13,1,11,21,13
nuzzle,4,3.3,10,3,0,0,2,3
nylons,4,3.68182,22,10,5,3,14,9
nympha,4,3.36364,33,8,4,9,26,7
oafish,4,3.35294,34,11,1,4,18,11
oaring,4,3.80645,93,56,19,15,51,56
obelus,4,3.69811,53,27,10,11,29,25
oberon,4,3.63415,41,21,5,9,30,20
obeyer,4,3.56,50,24,4,9,29,24
oblate,4,3.60465,86,46,6,19,55,42
oboist,4,3.54054,37,16,4,9,26,16
obolus,4,3.56,25,13,1,4,16,13
obtect,4,3.61111,18,9,2,2,11,9
obtest,4,3.65625,32,18,3,5,19,16
obtund,4,3.46341,41,16,3,14,31,16
obvert,4,3.65116,43,23,5,9,33,21
ocelot,4,3.65714,35,20,3,8,22,19
ochers,4,3.73239,71,38,14,14,44,38
ochery,4,3.47727,44,16,5,8,28,16
ochone,4,3.5,24,10,2,4,22,9
ochrea,4,3.76,75,42,15,17,51,38
ochres,4,3.73239,71,38,14,14,44,38
octans,4,3.87838,74,47,18,22,55,46
octant,4,3.56667,30,13,4,9,23,13
octavo,4,3.31579,19,6,0,4,12,6
octets,4,3.82051,39,24,8,7,22,22
octopi,4,3.60606,33,17,3,8,19,17
octroi,4,3.52778,36,16,3,4,21,16
oddest,4,3.62162,37,19,4,9,23,18
odored,4,3.64286,28,16,2,5,17,15
offing,4,3.21053,19,4,0,4,12,4
offish,4,3.26667,15,4,0,3,10,4
ogdoad,4,3.26316,19,5,0,7,16,4
ogival,4,3.53061,49,22,4,6,29,21
oglala,4,3.70968,31,18,4,4,17,17
oglers,4,3.81481,81,50,16,14,42,47
ogling,4,3.59375,32,15,4,6,21,13
ogress,4,3.73469,49,27,9,7,27,26
ogrish,4,3.48718,39,16,3,4,22,16
ohioan,4,3.36,25,9,0,3,14,9
ohmage,4,3.46512,43,17,3,7,27,15
oidium,4,3.43478,23,8,2,3,11,8
oilcan,4,3.77419,62,39,9,13,37,39
oilcup,4,3.58065,31,16,2,7,19,16
oilier,4,3.53571,28,12,3,6,16,11
oilily,4,3.4,10,4,0,2,4,4
oiling,4,3.56667,30,14,3,5,18,13
oilman,4,3.76136,88,54,13,12,52,53
oinked,4,3.63333,60,31,7,11,34,29
ojibwa,4,3.29167,24,6,1,4,11,6
okapis,4,3.54098,61,29,4,5,29,29
okayed,4,3.30233,43,12,1,5,24,11
oldish,4,3.60714,56,29,5,9,35,28
oleate,4,3.52083,48,22,3,10,31,21
olefin,4,3.6875,64,37,7,12,38,34
olivet,4,3.65385,52,29,5,15,35,26
omasum,4,3.57576,33,16,3,4,21,16
omegas,4,3.5,64,29,3,13,43,24
omelet,4,3.65,40,21,5,8,22,20
ommiad,4,3.4,35,13,1,6,23,13
onager,4,3.79612,103,61,21,20,59,58
onrush,4,3.63462,52,27,6,12,35,25
onsets,4,3.83019,53,33,11,20,40,30
onuses,4,3.55,40,19,3,10,28,18
onyxes,4,3.40909,44,16,2,8,23,15
oocyte,4,3.43478,23,9,1,4,12,9
oodles,4,3.70588,51,29,7,12,28,27
oohing,4,3.4,25,9,1,3,16,9
oolite,4,3.45455,33,14,1,11,24,14
oology,4,3.58333,12,6,1,2,5,6
oozier,4,3.38462,13,4,1,4,8,4
ophite,4,3.39583,48,19,0,16,30,18
opines,4,3.72,75,43,11,18,48,41
oporto,4,3.77273,22,13,4,7,14,12
oppugn,4,3.4,20,8,0,3,11,7
optima,4,3.44615,65,25,4,10,45,25
optime,4,3.57692,52,27,3,15,33,26
opuses,4,3.72727,44,25,7,6,26,25
orated,4,3.72,100,54,18,23,66,49
orates,4,3.83871,124,80,24,27,84,74
orcein,4,3.78333,60,36,11,17,36,34
ordain,4,3.8125,96,58,20,20,59,56
ordure,4,3.575,40,20,3,9,19,19
orgeat,4,3.66667,96,49,15,23,62,47
oriels,4,3.81928,83,53,15,17,47,51
origan,4,3.80645,93,56,19,15,51,56
oriole,4,3.65714,35,19,4,6,17,18
orison,4,3.7,30,16,5,10,21,15
ormazd,4,3.2973,37,11,0,7,27,10
ormolu,4,3.53846,26,13,1,2,12,12
ornery,4,3.40625,32,11,2,5,16,11
orphic,4,3.6,45,20,7,11,33,20
orpine,4,3.6875,64,35,9,19,35,34
orrery,4,3.41176,17,6,1,3,9,6
oscine,4,3.76271,59,33,12,18,40,29
osiers,4,3.66667,45,24,6,9,28,24
osmium,4,3.54167,24,9,4,3,16,9
osmose,4,3.63636,22,11,3,2,12,10
ossein,4,3.61905,42,20,6,10,27,19
ossian,4,3.575,40,19,4,8,25,19
ossify,4,3.09091,11,1,0,0,7,1
osteal,4,3.80374,107,67,19,31,69,60
ostium,4,3.62712,59,31,6,9,39,29
ostyak,4,3.57627,59,29,5,10,33,27
otiose,4,3.4,25,8,2,8,19,7
otitis,4,3.45,20,8,1,3,13,8
outbid,4,3.30769,39,11,1,10,22,11
outbox,4,3.28571,14,3,1,6,11,3
outdid,4,3.26087,23,6,0,6,14,6
outfox,4,3.125,16,2,0,4,9,2
outgun,4,3.44,25,9,2,7,17,9
outhit,4,3.36364,22,8,0,5,16,8
outman,4,3.6087,69,35,7,10,42,35
outran,4,3.6092,87,44,9,17,49,43
outwit,4,3.26316,19,5,0,2,15,5
ovoids,4,3.55,20,8,3,1,11,8
ovular,4,3.56098,41,19,4,3,17,19
ovules,4,3.62162,37,17,6,11,19,15
owlets,4,3.73973,73,44,10,19,46,41
owlish,4,3.52632,38,18,2,9,28,16
oxalic,4,3.7027,37,22,4,3,17,22
oxalis,4,3.57447,47,23,4,8,28,22
oxbows,4,3.42857,14,5,1,2,10,5
oxcart,4,3.58,50,22,7,9,33,22
oxidic,4,3.54545,11,5,1,1,4,5
oxtail,4,3.36364,44,15,1,7,28,15
ozonic,4,3.76471,17,11,2,5,10,11
pablum,4,3.57447,47,22,5,10,31,20
padnag,4,3.53571,28,12,3,5,24,12
paeans,4,3.80328,61,36,13,8,37,36
paella,4,3.67857,28,16,3,3,20,16
pagers,4,3.86275,102,65,23,19,68,64
pahari,4,3.61111,36,19,3,7,21,18
painty,4,3.53571,56,25,5,15,40,23
paiute,4,3.5,52,22,4,12,30,22
palely,4,3.61905,42,22,4,9,33,21
palest,4,4.03546,141,103,43,33,93,97
paling,4,3.76812,69,40,13,12,40,38
palish,4,3.75581,86,52,13,13,46,52
pallas,4,3.70588,34,18,6,3,22,18
palled,4,3.76596,47,28,8,8,34,26
pallid,4,3.57143,35,17,3,10,26,16
pallor,4,3.63636,33,16,5,8,23,16
palmar,4,3.79592,49,29,10,10,35,29
palmed,4,3.69697,66,37,9,16,50,34
palter,4,3.92727,110,72,30,33,71,67
pampas,4,3.375,24,8,1,3,19,8
panada,4,3.5,16,6,2,4,14,6
pander,4,3.72619,84,49,12,24,53,47
panful,4,3.46875,32,14,1,6,17,12
panier,4,3.7093,86,51,10,23,50,49
panted,4,3.7037,81,46,11,21,50,45
pantie,4,3.73684,95,56,14,23,56,54
papago,4,3.38462,13,5,0,3,9,5
papain,4,3.58333,24,12,2,4,15,11
papaws,4,3.47826,23,9,2,2,17,9
papery,4,3.62745,51,25,7,15,35,23
papism,4,3.54167,48,23,3,5,33,23
papist,4,3.56604,53,26,4,9,38,25
pappus,4,3.45,20,8,1,1,12,8
papuan,4,3.38889,18,7,0,1,12,7
papule,4,3.64103,39,22,3,4,18,21
papyri,4,3.46875,32,13,2,8,20,13
paramo,4,3.62222,45,23,5,7,35,23
parang,4,3.56757,37,19,2,5,26,19
paraph,4,3.66667,18,9,3,2,12,9
parers,4,3.88571,70,45,17,13,49,45
parget,4,3.76923,91,53,17,30,59,49
parian,4,3.71154,52,31,6,12,31,30
paries,4,3.87288,118,78,25,21,79,78
paring,4,3.64615,65,36,6,18,40,35
parkas,4,3.70455,44,26,5,6,26,25
parkin,4,3.67164,67,39,6,16,36,37
parlay,4,3.72917,48,27,8,8,26,26
parley,4,3.8022,91,54,19,25,60,50
parred,4,3.7551,49,28,9,16,34,27
parsec,4,3.98165,109,76,31,29,80,72
parsed,4,3.84,100,63,21,20,70,62
parsee,4,3.875,80,51,19,15,58,51
parser,4,3.88571,70,45,17,13,49,45
parses,4,3.89474,76,50,18,14,51,48
partan,4,3.66038,53,30,5,12,33,29
parvis,4,3.63793,58,32,5,11,38,32
pashas,4,3.66667,33,18,4,4,19,17
pashto,4,3.64948,97,56,7,23,64,52
passel,4,3.9726,73,51,20,11,46,48
passim,4,3.63158,57,31,5,10,39,29
passus,4,3.5,24,11,1,3,15,10
pastas,4,3.71053,38,22,5,6,24,20
pastes,4,3.90123,81,56,17,22,55,52
pastil,4,3.7757,107,65,18,23,71,62
pataca,4,3.375,16,6,0,5,11,6
pathan,4,3.53846,39,18,3,7,25,17
pathic,4,3.66154,65,33,10,17,42,33
patina,4,3.69643,56,30,9,12,37,28
patine,4,3.73684,95,56,14,23,56,54
patios,4,3.70213,94,53,13,16,64,50
patmos,4,3.68966,87,50,10,17,63,46
patois,4,3.70213,94,53,13,16,64,50
paunch,4,3.52632,38,16,4,5,18,16
pavane,4,3.6,30,14,4,4,21,14
pawing,4,3.58333,48,23,5,9,28,22
pawned,4,3.54688,64,29,6,10,42,29
pawpaw,4,3.5,10,4,1,0,6,4
paxwax,4,3,6,0,0,0,6,0
payees,4,3.55102,49,23,4,13,30,21
paynim,4,3.45283,53,22,2,14,36,19
payola,4,3.5,36,15,3,4,23,14
peaces,4,3.76087,46,27,8,13,34,24
peahen,4,3.42308,26,10,1,2,16,10
pealed,4,3.68,50,29,5,9,34,26
peavey,4,3.40909,22,7,2,6,15,7
pebbly,4,3.42857,14,5,1,2,9,5
pecans,4,3.87013,77,50,17,18,51,48
pecked,4,3.57143,21,11,1,3,12,9
pecker,4,3.62069,29,15,3,5,19,14
pecten,4,3.6087,23,12,2,7,14,12
pectic,4,3.5,20,9,1,8,12,9
pectin,4,3.60465,43,23,3,16,28,22
pedant,4,3.7037,81,46,11,21,50,45
pedate,4,3.56098,41,20,3,12,30,18
pedlar,4,3.81928,83,50,18,23,57,46
peeked,4,3.5625,16,8,1,2,8,6
peeler,4,3.78261,23,13,5,4,14,13
peeped,4,3.66667,9,5,1,1,7,4
peeper,4,3.41667,12,5,0,3,9,5
peered,4,3.61905,21,11,2,7,13,10
peeved,4,3.66667,12,6,2,2,9,5
peeves,4,3.93333,15,10,4,2,7,10
peewee,4,3.57143,7,3,1,0,5,3
pelage,4,3.69048,42,24,5,8,28,23
pelias,4,3.90265,113,77,25,16,67,77
pelite,4,3.65789,38,21,4,14,25,21
pelmet,4,3.7,30,19,2,6,18,18
pelops,4,3.77273,44,27,7,8,25,26
pelota,4,3.69565,92,52,12,21,60,51
pelted,4,3.56667,30,17,0,8,20,16
peltry,4,3.65854,41,22,5,11,26,21
pelves,4,3.86667,30,20,6,6,19,18
pencel,4,3.57895,19,10,1,2,10,10
pended,4,3.57895,19,10,1,6,14,8
penile,4,3.48387,31,14,1,10,23,13
penman,4,3.51429,35,16,2,9,24,14
penmen,4,3.33333,9,3,0,2,4,3
pennon,4,3.4,15,6,0,6,11,5
pentad,4,3.7037,81,46,11,21,50,45
pentyl,4,3.42308,26,9,2,8,19,8
penult,4,3.5,38,17,2,8,19,17
penury,4,3.5,36,16,2,7,23,16
peplos,4,3.77273,44,27,7,8,25,26
peplum,4,3.6,25,13,2,1,14,13
pepped,4,3.42857,7,3,0,1,7,2
pepsin,4,3.68571,35,19,5,9,28,19
peptic,4,3.47826,23,10,1,9,15,10
pequot,4,3.5,26,11,2,8,16,11
perked,4,3.57576,33,17,2,9,20,15
permed,4,3.58065,31,17,1,8,19,16
perron,4,3.60606,33,16,4,12,21,15
persis,4,3.87273,55,36,12,10,33,35
perter,4,3.66667,21,11,3,7,14,11
pertly,4,3.65854,41,22,5,11,26,21
peruke,4,3.58065,31,15,3,5,20,14
pesach,4,3.82667,75,47,15,18,51,44
pesade,4,3.76471,51,29,10,9,35,27
peseta,4,3.78261,69,43,11,19,53,40
pester,4,4.10769,65,49,23,15,39,47
pestle,4,4,53,40,13,15,35,37
petard,4,3.84211,95,59,21,31,64,54
petrel,4,3.80952,42,27,7,9,24,27
petted,4,3.5,12,6,0,4,9,5
petter,4,3.73913,23,14,3,7,13,14
pewees,4,3.81818,22,14,4,1,14,14
pewits,4,3.74603,63,39,8,19,45,36
peyote,4,3.45161,31,12,2,11,19,11
peyotl,4,3.5098,51,24,2,14,31,23
phalli,4,3.59375,32,16,3,9,21,16
pharos,4,3.67532,77,44,8,9,43,44
phasic,4,3.73973,73,42,12,12,39,42
phasis,4,3.75,60,36,9,9,31,35
phecda,4,3.7,50,28,7,9,32,26
phenol,4,3.62791,43,23,4,11,30,19
phenom,4,3.48837,43,19,2,10,28,15
phenyl,4,3.5,22,8,3,5,14,7
phials,4,3.75581,86,52,13,13,46,52
phlegm,4,3.30769,13,4,0,2,12,3
phloem,4,3.56098,41,20,3,8,26,17
phobic,4,3.31034,29,8,1,6,21,8
phobos,4,3.675,40,23,4,2,24,23
phoney,4,3.56522,46,19,7,11,28,16
phonic,4,3.51282,39,17,3,12,29,17
phooey,4,3.42308,26,10,1,5,14,9
photic,4,3.63158,57,29,7,14,34,29
phylum,4,3.65,20,9,4,1,10,9
physic,4,3.48387,31,12,3,9,21,12
piaffe,4,3.35714,14,5,0,1,7,5
piazze,4,3.41667,12,4,1,2,7,4
